,Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,Description,PhotoAmt,AdoptionSpeed
89,Cat,1,Domestic Short Hair,Female,Brown,Cream,Medium,Short,No,Not Sure,Healthy,0,DIDO female. Dibuang di kedai makan. Masih kecil. Tiada ibu. Sekor dia saja. Keadaan mula dengan sakit mata. Kelaparan. DIDO dah elok. Dah kuat makan. Dah bermain. Litter trained. Buat masa sekarang ni dia makan wetfood. Masih kecil sgt. Untuk keterangan lanjut boleh hubungi saya melalui whatsapp/ sms dan call shj. Hanya yang serius sahaja.,4,1
90,Dog,36,Rottweiler,Male,Black,Cream,Large,Short,Yes,Yes,Healthy,0,"I am looking for a loving permanent home for Kaiser. Kaiser is a really amazing, sweet and funny dog. He is very loving and affectionate, who loves and NEEDS attention. He needs someone that will treat him like part of the family and the sweet dog he is. He grew up with 2 cats and another small dog. he loves cats however it takes him awhile to respond well to new dogs. He never really socialized with children before, so if you have kids I would suggest meeting Kaiser with them before making a decision.He grew up mostly as an indoor dog but can do well outside if there is a shady place for him to relax during the hot parts of the day. NO Cage, No chain! please note that Kaiser is a family pet not guard dog. Kaiser is a pure breed rottweiler, he has his MKA certificate, basic dog obedience training certificate and a good citizens award metal. He also knows almost all the tricks: sit, stay, shake etc.and is a super fast learner. The reason I have to give him up for adaption is, Im an expat who was living in Malaysia for 5 years, I had to leave and unfortunately I was unable to take Kaiser with me (his breed was band in the country I moved to). I'm looking for someone to give him a permanent loving home. Kaiser is one of those dogs that crave that best friend relationship with his owner. so if you think he sounds like a good match for you please email me. my number is not available as I am out of the country, Kaiser is staying with my friend in Selangor for now.",4,2
91,Dog,12,Siberian Husky,Male,Black,Gray,Medium,Medium,Yes,No,Healthy,400,"- Beautiful dog, with a pair of smart Blue eyes - Cute and lovely companion. - Actively interact with owner - Naughty sometimes by howling all over, especially when ambulance/fire truck passes by. - Obedient, knows how to sit and hand command. - Attention seeker, it's just a 1 y/o after all - Love running around, oh ya bites too For adoption: 1. Please text me or email me. Will provide more details/photo upon request. And will arrange for a visit before adoption for Oscar's new home if you're shortlisted. 2. Looking for a responsible and caring owner who will treat the dog as family rather than a pet, and not for the sake of owning a HUSKY for ""WOW"" impression. 3. Preferably owner with experience in caring dog, and have an well environment for him to stay around. 4. Cannot always cage it and have to update me its latest status. Once a while have a meet up. If you agree with the T&C, you may send me following details: -Occupation -Address -Contact number -Currently have how many dogs -Breed -Photos of your dog *Short listed person have to arrange time to bring your dog meet up with Oscar see whether they can play together or not.",1,2
92,Cat,1,Domestic Medium Hair,Male,Black,White,Small,Medium,No,No,Healthy,0,"stray kitten together with 4 other siblings. need to be adopted in pairs. just so that they all have friends to play with. healthy, playful, active. gender & age not sure.",1,2
93,Dog,5,Collie,Male,Cream,White,Medium,Short,Yes,Yes,Healthy,0,Rescued from the highway. gentle dog great with children. highly interested parties pls call,6,3
94,Dog,24,German Shepherd Dog,Female,Black,Brown,Medium,Medium,Not Sure,Not Sure,Healthy,0,I rescued her 1month ago.My vet told me she is a mixed of german shepherd bloodline and couple of other good bloodlines. She dont often bark. She was trained to poo n urin outside house even before i resued her...Very loving character..She dont like cats n rats...I recently change job n i find it very difficult to spend time with her...currently she is at my frens place due to time issue...Looking for someone who can provide her permanant n loving home...HP,3,3
95,Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,Milo is a sweet boy who was abandoned in front of the Shelter by a guy whose dog got pregnant They were born into a home. Milo is a handsome mixed breed who is friendly and playful. Please open your hearts and home to him. Call us at if you wish to adopt.,3,1
96,Dog,4,Mixed Breed,Female,Black,No Color,Medium,Short,No,No,Healthy,0,"To All Kind Hearted, Hi. came across a puppy nearby my housing area. She is about 4 months old & start roaming around. Fearing that she may be run over by moving vehicle. We decided to help her to look for a home. Tiger aka Ti-girl has deticked & dewormed. She is healthy, affectionate, warm and found out that she is good in taking care the house. She will be spayed before handing over to the adopter. Please help spread the words around and help this cute FEMALE pup find a loving home. You are always welcome to contact me at below details if you interested to give her a HOME. Available Location: KL, Selangor & Kuantan Thank you. Contact: Whatsapp/SMS/Call Cheong - Ting -",5,4
97,Cat,8,Siamese,Male,Brown,Cream,Medium,Short,Yes,No,Healthy,50,"Mocha is very playful and energetic cat. he will play 24/7. He is a handsome with amazing fur and white eye color. Eventhough he loves playing, he loves to be pampered :) he is toilet trained and loves blackwood :)",8,2
98,Cat,12,Domestic Medium Hair,Male,Black,No Color,Medium,Medium,No,No,Healthy,0,Full black cat with normal long tail. He is extremely energetic! Not those lazy petting cats =P He will always play with you! The best thing about him is his cuteness and his HYPER CUTE VOICE!! Must have him if you are looking for a black cat.. unfortunately we have to let him go because of sudden move of house to condominium which doesn't allow pets.. please take care of him.. T_T,1,3
99,Dog,4,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,She was found wandering around a playground of a housing estate with a red collar. A group of boys was throwing stones at her. We strongly believe that she was owned by someone and is a lost dog based on her behaviour. If you are interested to adopt or if you are her owner pls call me.,10,3
100,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,It is my home away dogs born. Dog mother to take care of them very well. Puppy looks very healthy and cute. I hope that you will give them a home.,3,2
101,Cat,7,Calico,Female,Black,Yellow,Medium,Short,Yes,No,Healthy,0,Cat for adoption,7,2
102,Cat,5,Domestic Long Hair,Male,Yellow,No Color,Medium,Long,No,No,Healthy,100,"Name: Pillo aka Lilo Attitude: Was named Pillo because he likes to sleep above our heads when we sleep. He is a Very Naughty Cat. At this age, he is very Playful and hyperactive. Always have ideas and tricks for his playfulness, so the potential adopter would need to commit more time and attention to play around with him. Has recently lost his weight because he suffered from diarrhea two weeks ago, but he has been served medications and he is now in a perfect health and is ready to be let go. Disposals: Pine wood/ Cat litter trained (but not toilet trained) Diet: Royal Canin Kittens and Equilibrio Kittens No Delivery LOCATION : Taman Desa, OFF Jalan Klang Lama LANDMARKS : Taman Desa Medical Centre (0.3km away) Desa Waterpark (0.5km away) MidValley Megamall (5km away) Only for Serious Adopters ☺️ IF UR INTERESTED: Kindly contact me at; + -Farah ***Whatsapp is more preferable Thank You for viewing the cat's profile. ***We recommend you to consult the vet after the adoption of the cat(s). *****We highly suggest the adopters to VACCINATE the cat(s) and to spay/neuter it once it reaches its maturity. Thank you! 😀😃😄",5,3
103,Dog,60,American Staffordshire Terrier,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,gentle and playful female pit. owner migrating. will give some money to new owner for taking care of sophie.,2,3
104,Dog,12,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,"Latte was found wandering in the playground, wounded and wearing a worn out collar. We believe that she was abandoned by her owner. Despite her masculine looks, she's very sweet, calm, gentle, very loyal and loving to my family. Able to socialise with my 3 other dogs (male & female). Excellent watchdog. She Please give her a home as she is now wandering outside my gate, under rain and shine. My parents will not accept him into the family as we already hv 3 rescue dogs. Call Teresa for adoption details.",2,2
105,Cat,17,Domestic Short Hair,Female,Black,Brown,Small,Short,Not Sure,Yes,Healthy,0,"This cat is currently being fostered at a vet in Aman Suria, Hands & Paws. The fosterer is Dr. Mervin. The cat has been spayed and is healthy. The cat is also very friendly, playful and gentle. If you are interested in taking her home, please call the vet for enquiry. Vet : Hand n Paws Owner : Dr. Mervin (or you can ask for any doc) Tel : Add : C-17G, Jln Pju 1/45, Aman Suria Damansara Petaling Jaya. (near the restaurant Kayu)",3,3
106,Dog,48,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,Roscoe is a loving dog which was rescued off the streets. He is a very good watch dog as well.,2,2
107,Dog,4,Mixed Breed,Female,Black,White,Medium,Short,Yes,No,Healthy,0,"Healthy, Active, very Alert. Already have two dogs, ( parents of this)",2,3
108,Cat,12,Turkish Van,Female,Golden,Cream,Medium,Medium,Not Sure,Yes,Healthy,0,Manis was dumped by someone at my mum's house. She seems to be a mixed breed but her fur is so soft like cotton and her fur is short and bushy so we think she is a pedigree cat. Mum is already in her late 80s and cannot have the energy to keep her. Her maid is going back to Indonesia soon. Please give her a good home. Thank you.,2,3
109,Cat,12,Persian,Male,Black,White,Large,Long,No,No,Healthy,0,"This adorable sweet male is for adoption as I already have 4 cats, and not enough time taking care of them as I am working and studying at the same time.",2,1
110,Cat,3,Domestic Short Hair,Female,Gray,White,Medium,Short,Yes,No,Healthy,0,"I picked her up at Sg.Buloh roadside. When I rescue her, she have lack of vitamin B12 which cause her leg can't walk properly. I've sent her to vet & x-ray, been taking care of her for almost a month. Now she is fully recover which she is quite active on running here and there. Hope can find her a great home. Btw, she is toilet trained. =) FREE for adoption. Please help to adopt her...thank you! Call me or SMS me at: (TEH)",3,2
111,Dog,36,Doberman Pinscher,Female,Black,Brown,Large,Medium,Not Sure,Not Sure,Minor Injury,0,A pure breed doberman need a permanent home. I were asking by vet doc to find this dog a new owner n i only knew she was sent to vet by some kind hearter while she stray around n with some injury.Do not know she was been abandoned or lost the way back home. further info pls sms me.TQ,4,3
112,Dog,12,Mixed Breed,Female,Cream,White,Medium,Short,Not Sure,Not Sure,Healthy,0,"This dog is a friendly stray currently hanging around near my apartments. I believe she was abandoned on purpose here. I am trying to rehome her before something untoward happens to her. She displays a very good temperament and will make an excellent family pet, especially if you have children. If you can't adopt her, please consider giving her a temporary home while I try to get her spayed and vaccinated. I will bear her medical expenses. Contact if you are interested to help or better yet, give her a forever home.",1,4
